date,away,home,first_downs_away,third_down_conversions_away,third_down_opportunities_away,fourth_down_conversions_away,fourth_down_conversion_attempts_away,passing_completions_away,passing_attempts_away,passing_yards_away,rushing_attempts_away,rushing_yards_away,total_yards_away,times_sacked_away,sack_yards_lost_away,fumbles_away,int_away,turnovers_away,team_penalties_away,penalty_yards_away,redzone_conversions_away,redzone_opportunities_away,def_st_td_away,drives_away,possession_away,first_downs_home,third_down_conversions_home,third_down_opportunities_home,fourth_down_conversions_home,fourth_down_conversion_attempts_home,passing_completions_home,passing_attempts_home,passing_yards_home,rushing_attempts_home,rushing_yards_home,total_yards_home,times_sacked_home,sack_yards_lost_home,fumbles_home,int_home,turnovers_home,team_penalties_home,penalty_yards_home,redzone_conversions_home,redzone_opportunities_home,def_st_td_home,drives_home,possession_home,score_away,score_home,game_result
2010-12-26,Commanders,Jaguars,15,4,15,1,1,19,39,172,24,79,251,1,10,0,1,1,5,40,2,4,0,14,29.883333333333333,15,7,17,0,0,22,38,258,23,78,336,4,41,0,2,2,7,66,1,2,0,15,32.9,20,17,0
2010-12-26,Chargers,Bengals,23,6,13,0,1,27,40,249,22,64,313,1,7,1,1,2,1,5,1,3,0,12,29.85,18,8,14,1,2,16,21,269,38,102,371,0,0,1,0,1,6,57,4,4,0,12,30.15,20,34,1
2010-12-26,Texans,Broncos,21,1,8,0,0,23,33,310,22,91,401,0,0,0,1,1,3,24,2,3,0,10,28.166666666666668,25,5,11,0,0,16,29,305,33,126,431,1,3,0,1,1,4,27,3,5,0,11,31.833333333333332,23,24,1
2010-12-26,Colts,Raiders,27,4,11,0,0,16,30,179,39,191,370,0,0,0,2,2,4,42,4,6,0,14,29.983333333333334,16,4,15,0,1,29,42,210,20,80,290,3,21,0,0,0,10,116,1,2,1,15,30.016666666666666,31,26,0
2010-12-26,Giants,Packers,16,4,12,1,1,17,33,296,21,90,386,1,5,2,4,6,5,45,0,0,0,14,22.983333333333334,27,6,13,0,0,25,37,396,35,119,515,2,8,1,0,1,3,31,5,6,0,14,37.016666666666666,17,45,1
2010-12-26,Seahawks,Buccaneers,10,5,15,2,2,14,22,84,28,90,174,3,6,0,0,0,1,10,2,2,0,11,28.533333333333335,22,6,11,0,0,23,28,231,26,208,439,2,21,0,0,0,3,22,3,4,0,10,31.466666666666665,15,38,1
2010-12-27,Saints,Falcons,23,8,17,0,0,35,49,296,24,72,368,1,6,0,2,2,8,92,2,2,0,13,36.583333333333336,14,3,12,0,0,15,29,140,22,75,215,1,8,2,0,2,1,10,1,2,2,12,23.416666666666668,17,14,0
2010-12-28,Vikings,Eagles,21,6,13,0,0,17,26,176,31,161,337,2,19,1,0,1,5,74,2,3,2,11,30.35,24,4,11,1,1,25,43,224,22,107,331,6,39,2,1,3,12,62,2,2,0,12,29.65,24,14,0
2011-01-02,Panthers,Falcons,12,3,13,0,1,19,34,154,19,137,291,3,28,1,1,2,10,97,1,2,0,13,24.5,24,4,11,0,2,26,38,253,32,99,352,1,3,1,0,1,4,20,3,5,1,13,35.5,10,31,1
2011-01-02,Steelers,Browns,24,8,13,1,1,21,30,318,30,100,418,2,7,0,0,0,3,25,4,5,0,9,33.233333333333334,17,6,17,3,3,21,43,182,17,43,225,4,28,0,3,3,6,46,1,2,0,11,26.766666666666666,41,9,0
2011-01-02,Vikings,Lions,16,6,14,0,0,20,32,137,24,74,211,3,8,0,1,1,4,25,0,1,2,10,29.133333333333333,22,9,15,0,0,28,39,250,27,107,357,1,8,1,1,2,5,33,2,4,0,10,30.866666666666667,13,20,1
2011-01-02,Raiders,Chiefs,21,6,13,0,1,16,26,135,37,209,344,4,25,1,0,1,10,77,2,2,2,12,33.46666666666667,17,7,18,0,2,13,36,86,29,115,201,7,56,0,2,2,5,39,1,3,0,13,26.533333333333335,31,10,0
2011-01-02,Dolphins,Patriots,16,4,13,0,1,16,37,206,16,44,250,5,34,1,1,2,5,40,0,0,0,12,23.683333333333334,24,11,17,0,2,17,29,321,45,181,502,0,0,1,0,1,5,72,3,6,1,12,36.31666666666667,7,38,1
2011-01-02,Buccaneers,Saints,18,3,10,1,1,21,27,233,24,84,317,3,22,2,0,2,7,54,2,3,0,10,29.05,20,8,16,0,0,24,41,199,22,106,305,3,13,2,1,3,5,45,1,3,0,9,30.95,23,13,0
2011-01-02,Bills,Jets,6,4,12,0,0,12,26,125,18,37,162,3,5,2,4,6,3,15,0,0,2,13,24.416666666666668,17,8,16,0,0,8,15,112,50,276,388,1,7,0,1,1,3,25,3,5,2,13,35.583333333333336,7,38,1
2011-01-02,Bengals,Ravens,20,7,17,0,2,32,45,305,31,90,395,0,0,3,2,5,4,49,1,4,0,13,34.7,10,2,11,0,0,14,19,101,27,98,199,4,24,1,1,2,7,45,1,2,0,14,25.3,7,13,1
2011-01-02,Chargers,Broncos,20,7,18,1,1,21,37,283,31,164,447,5,30,0,1,1,3,32,1,3,0,13,34.36666666666667,18,5,14,1,3,16,36,191,29,146,337,3,14,0,2,2,5,45,3,3,1,15,25.633333333333333,33,28,0
2011-01-02,Bears,Packers,13,5,16,0,1,21,39,117,20,110,227,6,51,0,2,2,6,46,0,2,0,13,30.666666666666668,14,2,11,0,0,19,28,224,23,60,284,2,5,1,1,2,4,30,1,2,0,13,29.333333333333332,3,10,1
2011-01-02,Titans,Colts,17,6,15,1,1,28,39,290,24,51,341,1,10,1,0,1,7,58,1,2,0,11,31.283333333333335,24,4,11,0,0,27,41,257,25,101,358,1,7,1,0,1,5,25,1,1,0,12,28.716666666666665,20,23,1
2011-01-02,Cowboys,Eagles,14,5,16,1,2,11,27,113,34,159,272,2,14,1,0,1,6,45,1,1,2,12,29.166666666666668,14,4,16,0,1,18,36,123,28,121,244,5,39,1,3,4,4,40,1,3,0,13,30.833333333333332,14,13,0
2011-01-02,Cardinals,49ers,19,9,20,0,3,30,53,201,22,78,279,6,41,0,2,2,8,43,1,3,0,14,32.8,16,2,11,0,0,15,29,262,25,100,362,2,14,0,0,0,5,25,2,3,2,14,27.2,7,38,1
2011-01-02,Giants,Commanders,14,5,16,0,0,17,29,243,32,82,325,0,0,0,1,1,2,24,1,2,0,14,32.333333333333336,20,3,12,0,2,26,44,318,20,67,385,2,18,3,1,4,4,25,1,3,0,13,27.666666666666668,17,14,0
2011-01-02,Jaguars,Texans,23,1,10,3,3,12,25,124,35,198,322,2,16,1,1,2,2,15,2,3,0,10,30.8,22,5,11,0,1,18,22,253,37,244,497,0,0,0,0,0,5,48,2,4,0,12,29.2,17,34,1
2011-01-02,Rams,Seahawks,10,2,14,0,1,19,36,137,15,47,184,3,18,0,1,1,6,46,0,2,0,13,25.25,19,4,15,0,0,22,36,192,35,141,333,0,0,1,0,1,7,70,1,4,0,14,34.75,6,16,1
2011-01-08,Saints,Seahawks,32,6,13,0,1,39,60,397,22,77,474,1,7,1,0,1,7,39,4,7,0,14,32.016666666666666,19,6,14,0,0,22,35,265,24,150,415,2,7,0,1,1,6,39,2,3,0,13,27.983333333333334,36,41,1
2011-01-08,Jets,Colts,23,8,15,0,0,18,31,184,38,169,353,1,5,0,1,1,3,15,2,4,0,10,33.11666666666667,16,6,13,0,0,18,26,219,27,93,312,1,6,0,0,0,2,10,0,1,0,9,26.883333333333333,17,16,0
2011-01-09,Ravens,Chiefs,26,9,17,1,1,25,34,248,40,142,390,4,17,2,0,2,2,20,2,5,0,10,41.733333333333334,8,1,8,0,2,9,18,53,19,108,161,3,17,2,3,5,5,40,0,0,0,10,18.266666666666666,30,7,0
2011-01-09,Packers,Eagles,20,8,13,0,0,18,27,171,32,138,309,2,9,2,0,2,2,15,3,3,0,10,32.0,18,5,13,1,1,20,36,271,21,81,352,3,21,0,1,1,7,50,1,3,0,9,28.0,21,16,0
2011-01-15,Ravens,Steelers,12,5,12,0,1,16,30,91,18,35,126,5,34,2,1,3,6,74,2,3,2,13,25.533333333333335,21,7,14,1,1,19,32,192,31,71,263,6,34,2,0,2,9,93,4,5,0,13,34.46666666666667,24,31,1
2011-01-15,Packers,Falcons,28,8,12,0,0,31,36,346,31,96,442,2,20,1,0,1,6,65,4,6,2,11,38.31666666666667,15,3,10,1,2,20,29,149,14,45,194,5,37,2,2,4,7,32,2,3,1,9,21.683333333333334,48,21,0
2011-01-16,Seahawks,Bears,18,3,14,0,0,26,46,242,12,34,276,2,16,0,0,0,3,20,3,4,0,13,22.833333333333332,21,10,18,1,2,15,29,261,45,176,437,3,13,0,1,1,8,71,3,3,0,14,37.166666666666664,24,35,1
2011-01-16,Jets,Patriots,14,6,13,0,0,16,25,194,29,120,314,0,0,0,0,0,3,35,4,5,0,12,25.066666666666666,26,5,14,0,2,29,45,259,28,113,372,5,40,0,1,1,6,44,2,4,0,12,34.93333333333333,28,21,0
2011-01-23,Packers,Bears,23,2,11,0,0,17,30,236,32,120,356,1,8,0,2,2,6,40,2,3,2,14,34.06666666666667,17,1,13,1,2,19,38,218,24,83,301,2,15,0,3,3,9,89,1,1,0,14,25.933333333333334,21,14,0
2011-01-23,Jets,Steelers,17,5,14,2,3,20,33,219,22,70,289,2,14,1,0,1,6,50,1,2,0,9,25.316666666666666,23,6,11,0,1,10,19,121,43,166,287,2,12,0,2,2,4,25,2,3,2,9,34.68333333333333,19,24,1
2011-02-06,Steelers,Packers,19,7,13,0,1,25,40,261,23,126,387,1,2,1,2,3,6,55,3,4,0,12,33.416666666666664,15,6,13,0,0,24,39,288,13,50,338,3,16,0,0,0,7,67,1,2,2,12,26.583333333333332,25,31,1
2011-09-08,Saints,Packers,27,9,14,0,1,32,49,396,21,81,477,3,23,1,0,1,3,15,1,5,1,11,27.1,24,8,12,0,0,27,35,296,27,103,399,2,16,0,0,0,6,48,4,4,1,10,32.9,34,42,1
2011-09-11,Falcons,Bears,20,4,13,0,1,31,47,276,14,110,386,5,43,2,1,3,9,65,0,2,2,14,26.683333333333334,17,6,16,0,0,22,32,289,27,88,377,5,23,0,1,1,8,56,1,4,2,12,33.31666666666667,12,30,1
2011-09-11,Bengals,Browns,17,7,17,0,0,15,27,155,33,139,294,4,18,0,0,0,3,22,1,2,0,14,30.383333333333333,17,4,15,1,2,19,40,202,26,83,285,2,11,0,1,1,11,72,1,2,0,14,29.616666666666667,27,17,0
2011-09-11,Bills,Chiefs,23,7,14,0,0,17,26,201,39,163,364,1,7,0,1,1,5,30,4,5,0,14,37.03333333333333,13,3,13,0,0,22,36,105,18,108,213,2,14,2,1,3,1,3,1,2,0,13,22.966666666666665,41,7,0
2011-09-11,Eagles,Rams,27,8,13,0,1,14,32,167,32,236,403,3,20,1,0,1,8,91,2,4,2,11,30.233333333333334,21,2,12,2,3,18,35,181,26,154,335,5,28,1,0,1,9,60,0,1,0,10,29.766666666666666,31,13,0
2011-09-11,Lions,Buccaneers,25,2,11,1,1,24,33,305,35,126,431,0,0,0,1,1,8,68,2,4,0,11,36.416666666666664,17,6,14,1,2,29,46,259,16,56,315,2,7,1,1,2,6,39,1,4,2,12,23.583333333333332,27,20,0
2011-09-11,Titans,Jaguars,13,4,11,0,0,21,34,249,13,43,292,2,14,0,1,1,7,60,1,1,0,11,20.366666666666667,20,9,18,0,0,17,24,160,47,163,323,2,15,1,0,1,5,39,0,1,0,11,39.63333333333333,14,16,1
2011-09-11,Steelers,Ravens,20,3,9,0,1,22,41,246,16,66,312,4,34,4,3,7,6,53,2,3,0,13,27.483333333333334,17,7,16,0,1,17,29,215,31,170,385,1,9,0,0,0,7,75,2,5,0,12,32.516666666666666,7,35,1
2011-09-11,Colts,Texans,15,1,9,0,1,16,31,172,16,64,236,3,25,2,0,2,6,60,1,3,0,12,23.266666666666666,26,5,11,0,0,17,24,217,41,167,384,1,3,1,2,3,4,30,3,6,1,11,36.733333333333334,7,34,1
2011-09-11,Panthers,Cardinals,26,3,11,0,1,24,37,403,27,74,477,4,19,0,1,1,10,74,1,2,0,13,32.78333333333333,15,5,12,0,0,18,27,295,25,99,394,2,14,1,0,1,6,61,1,3,1,12,27.216666666666665,21,28,1
2011-09-11,Vikings,Chargers,10,4,11,0,0,7,15,28,26,159,187,2,11,0,1,1,9,78,1,2,1,11,22.716666666666665,31,6,13,0,1,33,48,330,27,77,407,2,5,0,2,2,4,26,3,6,0,11,37.28333333333333,17,24,1
2011-09-11,Seahawks,49ers,18,5,15,1,1,21,37,155,22,64,219,5,42,2,1,3,11,72,1,2,0,13,28.883333333333333,12,1,12,0,0,15,20,124,32,85,209,0,0,0,0,0,9,102,1,5,2,12,31.116666666666667,17,33,1
2011-09-11,Giants,Commanders,15,1,10,0,1,18,32,240,20,75,315,4,28,0,1,1,8,63,2,3,0,13,27.4,21,5,15,1,1,21,34,258,26,74,332,4,47,1,0,1,3,25,3,4,2,12,32.6,14,28,1
2011-09-11,Cowboys,Jets,21,4,12,0,0,23,36,326,26,64,390,4,16,2,1,3,7,40,2,4,0,14,33.88333333333333,19,6,14,0,0,26,44,315,16,45,360,4,20,1,1,2,0,0,1,2,1,12,26.116666666666667,24,27,1
2011-09-12,Patriots,Dolphins,27,8,13,0,0,32,48,516,22,106,622,1,1,0,1,1,7,50,4,6,0,12,28.45,25,2,14,4,5,30,49,390,20,98,488,4,26,0,1,1,8,60,3,6,0,13,31.55,38,24,0
2011-09-12,Raiders,Broncos,20,5,14,0,0,13,22,99,39,190,289,1,6,1,0,1,15,131,2,4,0,14,32.583333333333336,25,6,13,0,0,24,46,272,13,38,310,5,32,2,1,3,10,91,1,3,1,12,27.416666666666668,23,20,0
2011-09-18,Raiders,Bills,26,8,12,1,1,23,33,323,30,131,454,0,0,1,1,2,8,85,4,4,0,11,29.216666666666665,34,4,11,2,2,28,46,258,24,223,481,1,6,0,1,1,3,26,4,5,0,11,30.783333333333335,35,38,1
2011-09-18,Chiefs,Lions,12,2,11,0,0,15,23,116,29,151,267,2,17,3,3,6,8,70,0,1,0,14,27.6,23,5,15,2,2,24,40,322,30,89,411,0,0,0,1,1,4,35,5,6,0,13,32.4,3,48,1
2011-09-18,Ravens,Titans,15,3,10,0,0,15,32,184,17,45,229,3,13,1,2,3,7,44,0,2,0,13,24.133333333333333,21,7,17,2,2,30,42,358,29,74,432,0,0,0,1,1,6,70,2,5,0,11,35.86666666666667,13,26,1
2011-09-18,Browns,Colts,18,8,16,1,1,22,32,197,34,106,303,1,14,1,0,1,3,49,2,4,0,12,34.56666666666667,19,4,14,0,0,19,38,176,26,109,285,2,15,1,1,2,4,21,1,3,0,12,25.433333333333334,27,19,0
2011-09-18,Buccaneers,Vikings,19,7,12,0,0,22,31,230,19,105,335,2,13,0,1,1,6,53,1,3,0,11,26.5,25,5,11,0,0,18,30,212,33,186,398,2,16,1,0,1,8,65,2,4,0,9,33.5,24,20,0
2011-09-18,Bears,Saints,18,2,12,0,1,19,45,186,12,60,246,6,58,1,0,1,6,47,1,1,0,14,23.766666666666666,16,8,17,1,1,26,37,264,29,118,382,1,6,1,0,1,7,41,2,4,0,13,36.233333333333334,13,30,1
2011-09-18,Jaguars,Jets,11,3,12,0,1,11,25,91,27,112,203,2,20,0,4,4,4,50,0,0,0,14,26.616666666666667,15,3,12,0,0,17,24,182,32,101,283,1,0,0,2,2,7,60,3,4,0,13,33.38333333333333,3,32,1
2011-09-18,Seahawks,Steelers,8,2,12,1,2,20,29,133,13,31,164,5,26,0,0,0,6,66,0,0,0,10,21.266666666666666,23,8,15,0,1,23,31,297,35,124,421,2,16,0,0,0,4,48,2,4,0,10,38.733333333333334,0,24,1
2011-09-18,Cardinals,Commanders,16,3,9,0,0,17,30,231,15,93,324,3,20,1,1,2,10,97,1,2,0,11,21.5,28,6,17,1,1,25,43,283,35,172,455,1,8,0,2,2,3,15,2,7,0,13,38.5,21,22,1
2011-09-18,Packers,Panthers,16,5,12,0,1,19,30,295,21,124,419,1,13,1,0,1,7,57,1,4,0,12,27.433333333333334,26,6,13,0,1,28,46,404,21,71,475,4,28,1,3,4,6,50,2,6,0,12,32.56666666666667,30,23,0
2011-09-18,Cowboys,49ers,20,6,14,1,1,26,43,427,22,45,472,1,5,0,2,2,8,83,1,3,0,12,32.166666666666664,14,8,16,0,0,16,24,132,24,74,206,6,47,0,1,1,5,25,2,2,0,12,30.716666666666665,27,24,0
2011-09-18,Bengals,Broncos,18,1,11,0,2,27,41,310,20,72,382,2,22,0,0,0,7,69,2,4,0,13,29.75,19,5,12,0,0,15,25,187,36,131,318,2,8,2,0,2,7,55,1,2,0,13,30.25,22,24,1
2011-09-18,Texans,Dolphins,19,5,15,1,1,21,29,207,36,138,345,3,23,0,0,0,4,76,1,5,0,13,34.1,18,4,12,0,1,12,30,153,28,153,306,2,17,1,1,2,3,20,1,4,0,11,25.9,23,13,0
2011-09-18,Chargers,Patriots,29,10,12,0,1,29,40,372,24,98,470,2,6,2,2,4,6,44,2,4,0,9,30.966666666666665,28,7,11,0,1,31,40,410,25,94,504,2,13,0,0,0,8,80,4,5,0,11,29.033333333333335,21,35,1
2011-09-18,Eagles,Falcons,27,5,11,0,1,26,37,314,30,133,447,0,0,2,1,3,4,20,3,5,0,15,30.05,20,6,13,0,0,17,28,180,29,138,318,4,15,0,2,2,7,57,4,5,0,14,29.95,31,35,1
2011-09-19,Rams,Giants,14,5,17,1,1,22,46,308,19,59,367,2,23,2,0,2,7,62,1,4,0,13,25.8,22,5,15,1,2,19,30,204,38,119,323,3,19,0,1,1,5,55,2,2,2,12,34.2,16,28,1
2011-09-25,Patriots,Bills,30,3,9,2,2,30,45,387,26,108,495,0,0,0,4,4,8,93,3,5,0,13,31.25,24,4,11,0,1,27,40,369,20,79,448,0,0,0,2,2,9,77,3,4,2,13,28.75,31,34,1
2011-09-25,49ers,Bengals,16,5,15,0,1,20,30,176,29,50,226,5,25,1,0,1,12,70,1,2,0,13,35.333333333333336,14,1,10,0,0,17,32,149,20,79,228,1,8,1,2,3,6,40,0,2,0,12,24.666666666666668,13,8,0
2011-09-25,Dolphins,Browns,22,4,13,1,2,19,29,231,38,138,369,5,24,1,1,2,10,93,1,4,0,10,37.85,19,3,11,1,1,19,39,210,19,70,280,0,0,0,1,1,8,85,1,2,0,11,22.15,16,17,1
2011-09-25,Broncos,Titans,19,8,15,0,1,24,39,172,23,59,231,1,1,0,2,2,1,15,2,3,0,10,29.1,17,8,15,1,1,27,36,295,23,38,333,2,16,2,0,2,11,80,2,3,0,11,30.9,14,17,1
2011-09-25,Lions,Vikings,19,7,17,0,0,32,46,338,19,20,358,5,40,0,0,0,7,65,1,3,0,14,34.15,16,4,14,0,1,22,36,189,23,132,321,4,22,0,0,0,10,79,2,5,0,13,27.833333333333332,26,23,0
2011-09-25,Texans,Saints,21,6,14,0,1,22,39,364,25,109,473,2,9,0,1,1,7,56,1,5,0,12,30.1,27,8,13,0,0,31,44,354,22,100,454,2,16,0,2,2,4,26,3,5,0,12,29.9,33,40,1
2011-09-25,Giants,Eagles,14,5,12,0,1,16,23,232,25,102,334,3,22,0,0,0,4,21,2,2,0,11,23.15,25,7,15,1,2,20,30,199,40,177,376,2,12,0,3,3,7,36,1,5,0,11,36.85,29,16,0
2011-09-25,Jaguars,Panthers,13,3,14,1,2,12,21,129,34,128,257,2,10,0,1,1,8,60,0,0,0,14,30.433333333333334,16,6,16,0,0,18,34,158,28,107,265,0,0,0,0,0,8,69,1,4,0,11,29.566666666666666,10,16,1
2011-09-25,Jets,Raiders,25,6,14,0,2,27,44,339,25,100,439,4,30,1,1,2,7,61,3,5,0,12,33.233333333333334,23,0,8,0,0,18,27,149,32,234,383,1,7,0,0,0,7,55,2,2,0,15,26.766666666666666,24,34,1
2011-09-25,Ravens,Rams,25,6,15,1,1,27,48,385,26,168,553,2,4,1,0,1,5,32,1,4,2,13,31.183333333333334,17,4,14,0,1,16,32,132,26,112,244,5,34,1,1,2,8,117,1,1,0,12,28.816666666666666,37,7,0
2011-09-25,Chiefs,Chargers,13,5,12,1,1,17,24,171,27,81,252,1,5,0,1,1,7,65,2,4,0,10,25.283333333333335,22,8,14,0,1,24,38,258,30,117,375,2,8,0,2,2,4,40,2,3,0,10,34.71666666666667,17,20,1
2011-09-25,Packers,Bears,24,5,13,0,0,28,38,292,29,100,392,2,5,1,1,2,7,35,3,5,0,13,37.483333333333334,12,3,12,0,1,21,37,278,12,13,291,3,24,0,2,2,10,70,1,2,0,15,22.516666666666666,27,17,0
2011-09-25,Cardinals,Seahawks,20,3,14,1,1,25,39,234,28,90,324,3,18,0,2,2,2,20,1,1,0,12,31.816666666666666,16,6,16,0,0,18,31,139,30,122,261,4,32,0,1,1,8,39,1,2,0,12,28.183333333333334,10,13,1
2011-09-25,Falcons,Buccaneers,21,5,13,0,1,26,47,295,15,30,325,4,35,2,1,3,7,50,1,4,0,10,24.133333333333333,20,5,14,1,1,22,32,180,36,115,295,0,0,0,2,2,9,66,1,4,0,11,35.86666666666667,13,16,1
2011-09-25,Steelers,Colts,19,8,15,0,0,25,37,341,28,67,408,3,23,2,1,3,4,38,0,2,2,12,33.96666666666667,14,7,16,0,0,18,40,144,21,97,241,1,9,1,0,1,3,21,1,3,2,12,26.033333333333335,23,20,0
2011-09-26,Commanders,Cowboys,20,3,12,0,0,22,37,233,22,65,298,3,17,1,1,2,4,35,1,3,0,13,28.4,17,3,13,0,0,22,36,250,26,125,375,1,5,1,1,2,6,55,0,3,0,12,31.6,16,18,1
2011-10-02,Panthers,Bears,24,2,12,1,2,27,46,374,26,169,543,0,0,0,1,1,8,52,3,5,0,14,33.483333333333334,15,3,10,1,1,9,17,93,31,224,317,1,9,0,1,1,5,45,2,4,3,10,26.516666666666666,29,34,1
2011-10-02,Bills,Bengals,12,4,14,0,0,20,34,190,21,83,273,1,9,0,0,0,4,26,1,2,2,11,28.65,25,5,12,0,0,18,36,287,32,171,458,2,11,0,2,2,3,15,2,4,0,14,31.35,20,23,1
2011-10-02,Titans,Browns,13,4,12,0,0,10,21,220,29,112,332,0,0,0,1,1,5,45,2,2,2,11,23.116666666666667,25,8,20,2,5,40,61,332,22,84,416,4,18,0,1,1,5,40,1,1,0,13,36.88333333333333,31,13,0
2011-10-02,Lions,Cowboys,18,4,13,0,0,21,43,240,17,63,303,0,0,0,1,1,10,75,0,1,4,11,23.35,25,5,13,0,2,34,47,321,27,113,434,1,10,0,3,3,7,33,2,6,0,15,36.65,34,30,0
2011-10-02,Vikings,Chiefs,17,5,14,2,3,18,30,190,30,151,341,2,12,0,1,1,6,45,1,3,0,10,32.166666666666664,15,6,15,0,0,18,29,247,28,103,350,3,13,0,0,0,6,57,0,3,0,11,27.833333333333332,17,22,1
2011-10-02,Commanders,Rams,16,9,18,0,0,15,29,143,40,196,339,0,0,0,2,2,10,96,1,1,0,13,35.166666666666664,14,6,18,1,2,20,43,127,17,45,172,7,37,1,0,1,9,65,1,3,0,13,24.833333333333332,17,10,0
2011-10-02,49ers,Eagles,22,5,12,0,0,21,33,278,25,164,442,3,13,1,0,1,5,40,2,3,0,13,28.866666666666667,23,5,13,0,0,30,46,405,20,108,513,2,11,2,1,3,5,55,2,7,0,12,31.133333333333333,24,23,0
2011-10-02,Saints,Jaguars,30,7,14,1,1,31,44,326,34,177,503,3,25,0,2,2,6,50,2,5,0,12,37.083333333333336,15,4,15,0,4,16,42,170,17,104,274,3,26,0,1,1,2,15,1,2,0,11,22.916666666666668,23,10,0
2011-10-02,Steelers,Texans,20,5,12,0,1,16,30,178,22,118,296,5,28,0,1,1,5,45,1,3,0,9,28.283333333333335,17,6,12,0,0,14,21,138,35,180,318,0,0,0,0,0,9,64,1,2,0,10,31.716666666666665,10,17,1
2011-10-02,Giants,Cardinals,24,6,13,0,0,27,40,306,24,54,360,1,15,2,0,2,7,55,3,4,0,14,28.016666666666666,22,3,12,1,2,20,34,212,32,156,368,4,25,1,1,2,11,118,3,6,0,14,31.983333333333334,31,27,0
2011-10-02,Falcons,Seahawks,25,9,16,0,0,28,42,291,36,121,412,0,0,0,0,0,4,35,2,2,0,11,40.166666666666664,20,6,11,0,0,25,38,319,15,53,372,0,0,0,2,2,6,40,3,4,0,11,19.833333333333332,30,28,0
2011-10-02,Broncos,Packers,18,4,11,1,1,22,32,265,23,119,384,1,8,1,3,4,3,24,2,3,0,11,26.983333333333334,26,9,13,0,1,29,39,396,28,111,507,2,12,0,2,2,3,27,5,6,2,11,33.016666666666666,23,49,1
2011-10-02,Patriots,Raiders,25,4,9,0,1,16,30,226,30,183,409,1,0,0,0,0,5,45,3,4,0,11,26.666666666666668,24,8,13,0,1,25,39,344,27,160,504,0,0,0,2,2,9,85,2,5,0,9,33.333333333333336,31,19,0
2011-10-02,Dolphins,Chargers,16,3,10,0,0,20,30,176,22,72,248,3,18,0,2,2,2,41,1,2,0,10,26.7,21,7,14,0,0,21,31,295,28,116,411,2,12,0,0,0,8,80,1,4,0,10,33.3,16,26,1
2011-10-02,Jets,Ravens,7,4,15,0,1,11,35,112,19,38,150,2,7,3,1,4,9,69,0,1,3,16,22.533333333333335,16,6,18,0,0,10,31,155,40,112,267,2,8,2,1,3,7,46,1,3,6,14,37.46666666666667,17,34,1
2011-10-03,Colts,Buccaneers,13,4,13,0,0,13,30,256,18,62,318,4,25,1,0,1,6,50,0,1,0,11,21.0,25,7,17,2,2,25,39,274,36,192,466,2,13,0,0,0,14,106,2,3,0,13,39.0,17,24,1
2011-10-09,Eagles,Bills,24,2,9,1,1,26,40,315,20,174,489,0,0,1,4,5,5,46,2,3,0,12,26.366666666666667,21,6,14,0,0,21,27,188,35,143,331,1,5,0,1,1,4,40,3,4,2,11,33.63333333333333,24,31,1
2011-10-09,Chiefs,Colts,26,8,14,0,0,21,29,242,38,194,436,2,15,0,0,0,5,39,3,3,0,11,33.11666666666667,15,5,12,0,1,15,27,277,27,78,355,0,0,0,0,0,4,40,2,2,0,11,26.883333333333333,28,24,0
2011-10-09,Cardinals,Vikings,18,8,18,2,4,23,48,214,24,77,291,4,40,1,3,4,6,64,1,3,0,13,31.016666666666666,20,3,10,0,0,10,21,160,37,172,332,1,9,1,0,1,5,35,3,5,0,14,28.983333333333334,10,34,1
2011-10-09,Seahawks,Giants,22,4,15,1,1,26,41,279,29,145,424,6,36,2,1,3,10,70,2,4,2,17,28.766666666666666,21,1,12,0,0,24,39,395,25,69,464,3,25,2,3,5,7,52,3,5,0,17,31.233333333333334,36,25,0
2011-10-09,Titans,Steelers,20,7,15,1,2,29,49,240,18,66,306,3,22,0,1,1,9,70,2,3,0,11,27.633333333333333,26,7,12,1,1,25,35,257,28,174,431,1,4,0,1,1,5,51,4,5,0,9,32.36666666666667,17,38,1
2011-10-09,Saints,Panthers,27,12,17,0,0,32,45,343,28,101,444,2,16,0,1,1,9,82,3,5,0,10,34.666666666666664,20,7,12,0,0,16,31,219,22,162,381,1,5,0,1,1,7,65,3,3,0,9,25.333333333333332,30,27,0
2011-10-09,Bengals,Jaguars,13,8,19,2,3,21,33,162,31,77,239,2,17,0,1,1,4,33,3,3,2,14,32.55,12,6,16,0,0,15,28,200,27,96,296,3,21,2,0,2,2,15,1,3,0,13,27.45,30,20,0
2011-10-09,Raiders,Texans,11,3,15,1,1,15,35,184,22,94,278,3,6,0,1,1,11,89,2,2,0,16,25.583333333333332,21,8,20,0,0,24,51,403,25,70,473,3,13,0,2,2,6,50,1,3,0,15,34.416666666666664,25,20,0
2011-10-09,Buccaneers,49ers,14,7,16,0,1,18,35,186,23,86,272,3,8,1,2,3,9,96,0,1,0,11,28.966666666666665,28,2,7,1,1,14,22,205,36,213,418,0,0,1,0,1,3,30,3,6,2,11,31.033333333333335,3,48,1
2011-10-09,Chargers,Broncos,25,8,16,0,0,18,29,212,43,206,418,5,38,1,1,2,0,0,1,5,0,12,40.13333333333333,13,2,9,0,0,10,23,113,23,162,275,0,0,0,1,1,4,53,2,3,2,12,19.866666666666667,29,24,0
